,DHSID_EA,cname,year,lat,lon,n_asset,asset_index,n_water,water_index,n_sanitation,sanitation_index,under5_mort,n_under5_mort,women_edu,women_bmi,n_women_edu,n_women_bmi,cluster_id,adm1fips,adm1dhs,urban
81638,MW-2010-6#-00000521,MW,2010,-15.192779,35.438168,30.0,-1.4481525166394742,30.0,4.733333333333333,30.0,2.0,0.0,30.0,5.76,23.44125,25.0,8.0,521,,3,R
81639,MW-2010-6#-00000522,MW,2010,-9.937509,33.92813,19.0,-1.3469202954360686,19.0,5.0,19.0,1.736842105263158,0.0,18.0,5.95,20.73857142857143,20.0,7.0,522,,1,U
81640,MW-2010-6#-00000523,MW,2010,-14.442166,34.47144,33.0,-1.6670900983968453,33.0,3.121212121212121,33.0,2.242424242424242,43.47826086956522,23.0,6.655172413793103,25.68,29.0,8.0,523,,2,R
81641,MW-2010-6#-00000524,MW,2010,-13.237026,33.452328,31.0,-1.8408813812519853,31.0,3.870967741935484,31.0,1.7741935483870968,55.55555555555555,36.0,5.1,21.416666666666668,30.0,9.0,524,,2,R
81642,MW-2010-6#-00000525,MW,2010,-13.337461,33.24358,34.0,-2.247729826025928,34.0,3.264705882352941,34.0,1.7058823529411764,48.38709677419354,62.0,4.722222222222222,22.03,36.0,12.0,525,,2,R
81643,MW-2010-6#-00000526,MW,2010,-16.034767,35.493973,19.0,2.047172607849145,19.0,5.0,19.0,4.052631578947368,0.0,5.0,7.947368421052632,21.896,19.0,5.0,526,,3,U
81644,MW-2010-6#-00000527,MW,2010,-14.929629,35.144287,30.0,-1.9958159798697035,30.0,3.1333333333333333,30.0,2.2,80.0,25.0,5.25,22.05142857142857,24.0,7.0,527,,3,R
81645,MW-2010-6#-00000528,MW,2010,-13.602542,33.17568,30.0,-1.98734289995701,30.0,3.7,30.0,1.8333333333333333,0.0,37.0,3.4444444444444446,21.67,27.0,8.0,528,,2,R
81646,MW-2010-6#-00000529,MW,2010,-14.504628,34.500046,34.0,-1.953881494986748,34.0,2.9411764705882355,34.0,2.0,0.0,27.0,4.075,21.563333333333333,40.0,12.0,529,,2,R
81647,MW-2010-6#-00000530,MW,2010,-16.28131,35.209824,32.0,-1.7936128346348716,32.0,3.40625,32.0,2.03125,0.0,35.0,5.535714285714286,21.51625,28.0,8.0,530,,3,R
81648,MW-2010-6#-00000531,MW,2010,-12.802948,33.63222,34.0,-2.2312663567793765,34.0,3.0,34.0,1.8529411764705883,25.0,40.0,5.066666666666666,22.43142857142857,30.0,7.0,531,,2,R
81649,MW-2010-6#-00000532,MW,2010,-16.055145,35.600006,31.0,-1.5527498760747445,31.0,4.32258064516129,31.0,1.935483870967742,74.07407407407408,27.0,4.125,22.68272727272728,32.0,11.0,532,,3,R
81650,MW-2010-6#-00000533,MW,2010,-12.667715,33.27671,33.0,-2.183335037936436,33.0,3.363636363636364,33.0,1.8484848484848484,0.0,36.0,4.794117647058823,21.848,34.0,10.0,533,,2,R
81651,MW-2010-6#-00000534,MW,2010,-14.709783,34.87012,35.0,-2.159276085105733,35.0,2.4285714285714284,35.0,2.257142857142857,80.0,25.0,5.419354838709677,20.89333333333333,31.0,9.0,534,,2,R
81652,MW-2010-6#-00000535,MW,2010,-15.755898,35.08166,17.0,0.3505546744346126,17.0,4.529411764705882,17.0,2.411764705882353,200.0,5.0,8.5,22.795714285714286,14.0,7.0,535,,3,U
81653,MW-2010-6#-00000536,MW,2010,-15.397278,34.667763,32.0,-2.267246105249337,32.0,2.6875,32.0,1.71875,22.22222222222222,45.0,4.633333333333334,20.52777777777778,30.0,9.0,536,,3,R
81654,MW-2010-6#-00000537,MW,2010,-14.663252,35.749958,31.0,-1.7722711317668052,31.0,3.548387096774193,31.0,1.967741935483871,137.9310344827586,29.0,2.92,21.75,25.0,5.0,537,,3,R
81655,MW-2010-6#-00000538,MW,2010,-13.396792,34.042984,30.0,-2.422593127628897,31.0,2.5806451612903225,31.0,1.903225806451613,0.0,31.0,4.777777777777778,21.966666666666665,27.0,9.0,538,,2,R
81656,MW-2010-6#-00000539,MW,2010,-11.46417,33.436222,33.0,-1.657108116850934,33.0,3.0,33.0,1.878787878787879,0.0,27.0,6.976190476190476,22.3725,42.0,12.0,539,,1,R
81657,MW-2010-6#-00000540,MW,2010,-9.851249,33.854763,33.0,-2.577935631000026,33.0,2.8181818181818183,33.0,1.393939393939394,34.48275862068965,29.0,5.548387096774194,20.42875,31.0,8.0,540,,1,R
81658,MW-2010-6#-00000541,MW,2010,-16.456776,34.833347,34.0,-2.6924393825061097,34.0,2.088235294117647,34.0,1.7058823529411764,0.0,36.0,3.7058823529411766,20.335555555555555,34.0,9.0,541,,3,R
81659,MW-2010-6#-00000542,MW,2010,-14.316463,34.03029,35.0,-2.0668023080811806,35.0,3.4285714285714284,35.0,2.057142857142857,111.1111111111111,36.0,3.2,20.88375,30.0,8.0,542,,2,R
81660,MW-2010-6#-00000543,MW,2010,-14.327787,34.17726,35.0,-1.8490768235662944,35.0,3.742857142857143,35.0,2.0,29.41176470588235,34.0,3.3870967741935485,21.391428571428573,31.0,7.0,543,,2,R
81661,MW-2010-6#-00000544,MW,2010,-9.79167,33.886616,34.0,-1.8723767774588544,34.0,3.588235294117647,34.0,1.7352941176470589,0.0,26.0,5.4,23.88428571428572,35.0,7.0,544,,1,R
81662,MW-2010-6#-00000545,MW,2010,-16.552319,35.098244,34.0,-1.4411933757416893,34.0,3.294117647058824,34.0,2.147058823529412,0.0,34.0,4.057142857142857,20.996666666666663,35.0,12.0,545,,3,R
81663,MW-2010-6#-00000546,MW,2010,-11.987692,34.052547,33.0,-1.9055247521755991,33.0,2.878787878787879,33.0,1.818181818181818,0.0,31.0,5.742857142857143,21.27375,35.0,8.0,546,,1,R
81664,MW-2010-6#-00000547,MW,2010,-13.83672,33.5921,32.0,-1.516720185941786,34.0,3.911764705882353,34.0,2.176470588235294,0.0,30.0,4.032258064516129,22.8825,31.0,8.0,547,,2,R
81665,MW-2010-6#-00000549,MW,2010,-15.643461,35.292683,34.0,-1.825377636849956,34.0,3.117647058823529,34.0,2.088235294117647,120.0,25.0,5.294117647058823,22.08363636363636,34.0,11.0,549,,3,R
81666,MW-2010-6#-00000550,MW,2010,-11.006895,33.81199,24.0,-0.7176928285099626,25.0,5.0,25.0,1.96,29.41176470588235,34.0,6.774193548387097,24.124,31.0,10.0,550,,1,R
81667,MW-2010-6#-00000551,MW,2010,-13.188605,33.84841,31.0,-2.110677237443911,32.0,3.09375,32.0,2.03125,0.0,29.0,5.133333333333334,22.79428571428572,30.0,7.0,551,,2,R
81668,MW-2010-6#-00000552,MW,2010,-15.689552,34.662315,30.0,-1.929024086098,32.0,3.28125,32.0,1.75,0.0,31.0,5.064516129032258,22.6575,31.0,8.0,552,,3,R
81669,MW-2010-6#-00000553,MW,2010,-15.430655,34.61466,34.0,-2.3213518843601366,34.0,3.294117647058824,34.0,1.6176470588235294,22.727272727272727,44.0,3.074074074074074,20.021,27.0,10.0,553,,3,R
81670,MW-2010-6#-00000554,MW,2010,-11.082509,33.687683,31.0,-2.38739293726936,31.0,1.8387096774193548,31.0,1.935483870967742,0.0,31.0,6.923076923076923,22.245,26.0,6.0,554,,1,R
81671,MW-2010-6#-00000555,MW,2010,-14.4697,35.26101,18.0,-0.318303568191856,18.0,4.777777777777778,18.0,2.1666666666666665,0.0,18.0,7.84,22.325,25.0,6.0,555,,3,U
81672,MW-2010-6#-00000556,MW,2010,-13.977037,33.788216,20.0,0.7944037275304856,20.0,5.0,20.0,2.7,0.0,13.0,8.678571428571429,21.494,28.0,10.0,556,,2,U
81673,MW-2010-6#-00000557,MW,2010,-10.420592,34.179634,27.0,-2.126736734366978,28.0,3.0357142857142856,28.0,1.821428571428572,38.46153846153847,26.0,8.041666666666666,20.492857142857144,24.0,7.0,557,,1,R
81674,MW-2010-6#-00000558,MW,2010,-15.747313,34.987324,16.0,1.326069627965827,16.0,5.0,16.0,2.9375,125.0,8.0,9.85,24.345714285714283,20.0,7.0,558,,3,U
81675,MW-2010-6#-00000559,MW,2010,-15.801519,35.029465,20.0,2.101067507453831,20.0,5.0,20.0,4.0,0.0,12.0,10.714285714285714,22.096666666666664,28.0,6.0,559,,3,U
81676,MW-2010-6#-00000560,MW,2010,-16.227816,35.172283,31.0,-1.8395253187319995,31.0,3.6774193548387095,31.0,2.096774193548387,0.0,26.0,5.913043478260869,21.793333333333333,23.0,6.0,560,,3,R
81677,MW-2010-6#-00000561,MW,2010,-13.799247,32.89831,20.0,0.6353618174167691,20.0,4.75,20.0,2.4,117.6470588235294,17.0,8.777777777777779,21.514,27.0,10.0,561,,2,U
81678,MW-2010-6#-00000562,MW,2010,-14.865456,35.808117,33.0,-2.2874626558104536,34.0,3.323529411764706,34.0,1.7647058823529411,48.78048780487805,41.0,3.103448275862069,23.329,29.0,10.0,562,,3,R
81679,MW-2010-6#-00000563,MW,2010,-13.464985,33.603024,27.0,-1.232642344352821,27.0,3.555555555555556,27.0,2.185185185185185,52.63157894736842,19.0,7.366666666666666,23.22428571428572,30.0,7.0,563,,2,R
81680,MW-2010-6#-00000564,MW,2010,-15.818024,35.206238,32.0,-2.0069065172272538,32.0,3.21875,32.0,1.9375,0.0,20.0,4.0,24.544,20.0,5.0,564,,3,R
81681,MW-2010-6#-00000565,MW,2010,-16.180424,35.09153,31.0,-1.9604901730770767,31.0,3.032258064516129,31.0,2.032258064516129,0.0,21.0,4.0,23.413,27.0,10.0,565,,3,R
81682,MW-2010-6#-00000566,MW,2010,-15.751714,34.515335,33.0,-2.170566150572512,33.0,3.1818181818181817,33.0,1.696969696969697,0.0,28.0,3.9,21.461,30.0,10.0,566,,3,R
81683,MW-2010-6#-00000567,MW,2010,-13.442482,33.547886,23.0,-2.1061891165339586,23.0,3.347826086956522,23.0,1.8695652173913044,0.0,31.0,5.416666666666667,22.442222222222224,24.0,9.0,567,,2,R
81684,MW-2010-6#-00000568,MW,2010,-11.891043,33.595455,19.0,-0.8317420328916423,19.0,4.2105263157894735,19.0,2.1578947368421053,0.0,21.0,7.470588235294118,23.958,17.0,5.0,568,,1,U
81685,MW-2010-6#-00000569,MW,2010,-13.213528,33.909485,29.0,-1.931305820094506,30.0,3.3,30.0,2.066666666666667,0.0,22.0,3.3846153846153846,22.45142857142857,26.0,7.0,569,,2,R
81686,MW-2010-6#-00000570,MW,2010,-15.185867,34.58568,35.0,-2.1253030559875987,35.0,2.9714285714285715,35.0,2.0285714285714285,0.0,30.0,2.7241379310344827,21.07181818181818,29.0,11.0,570,,2,R
81687,MW-2010-6#-00000571,MW,2010,-9.92285,33.88286,18.0,-0.204329944014565,18.0,4.888888888888889,18.0,2.388888888888889,52.63157894736842,19.0,8.8,22.458,20.0,5.0,571,,1,U
81688,MW-2010-6#-00000572,MW,2010,-14.078819,34.911434,29.0,0.4697078285467786,29.0,5.0,29.0,2.5172413793103448,33.333333333333336,30.0,7.772727272727272,23.95769230769231,44.0,13.0,572,,3,R
81689,MW-2010-6#-00000573,MW,2010,-15.763247,35.007362,20.0,0.6712188141422307,20.0,5.0,20.0,2.55,62.5,16.0,7.818181818181818,19.866666666666667,22.0,9.0,573,,3,U
81690,MW-2010-6#-00000574,MW,2010,-10.546602,34.20386,30.0,-1.883032180267933,30.0,2.933333333333333,30.0,1.8666666666666667,0.0,34.0,7.645161290322581,22.91125,31.0,8.0,574,,1,R
81691,MW-2010-6#-00000575,MW,2010,-12.87423,34.26163,28.0,-2.1872402587459177,28.0,2.821428571428572,28.0,1.7142857142857142,32.25806451612903,31.0,4.875,21.04,24.0,5.0,575,,2,R
81692,MW-2010-6#-00000576,MW,2010,-13.889412,34.414165,22.0,-2.168286745915668,22.0,3.0454545454545454,22.0,1.9545454545454544,76.92307692307693,26.0,4.142857142857143,21.53,21.0,5.0,576,,2,R
81693,MW-2010-6#-00000577,MW,2010,-11.900851,33.609383,17.0,-0.5362597035387697,17.0,3.823529411764706,17.0,2.176470588235294,66.66666666666667,15.0,7.526315789473684,23.976919662936535,19.0,,577,,1,U
81694,MW-2010-6#-00000578,MW,2010,-15.632941,34.52137,32.0,-1.1577548364379042,32.0,3.625,32.0,2.0,0.0,23.0,5.25,26.05909090909091,36.0,11.0,578,,3,R
81695,MW-2010-6#-00000579,MW,2010,-13.849332,34.521126,30.0,-2.32889278878555,30.0,3.0,30.0,1.6666666666666667,71.42857142857143,28.0,1.807692307692308,21.592,26.0,5.0,579,,2,R
81696,MW-2010-6#-00000580,MW,2010,-14.628586,35.654022,33.0,-2.041935095489184,33.0,3.5454545454545454,33.0,1.9696969696969693,38.46153846153847,26.0,2.347826086956522,19.58428571428572,23.0,7.0,580,,3,R
81697,MW-2010-6#-00000581,MW,2010,-14.829263,35.693314,33.0,-1.9839263290249456,33.0,3.636363636363636,33.0,1.9090909090909087,60.60606060606061,33.0,1.64,21.467777777777776,25.0,9.0,581,,3,R
81698,MW-2010-6#-00000582,MW,2010,-10.925035,33.63065,33.0,-1.3105493105943178,33.0,4.151515151515151,33.0,2.060606060606061,37.03703703703704,27.0,8.0,22.338,31.0,10.0,582,,1,R
81699,MW-2010-6#-00000583,MW,2010,-14.83061,35.416824,30.0,-1.46484018109326,31.0,4.741935483870968,31.0,1.935483870967742,23.809523809523807,42.0,4.25925925925926,22.076666666666668,27.0,6.0,583,,3,R
81700,MW-2010-6#-00000584,MW,2010,-14.889089,34.63094,34.0,-2.127452579624608,34.0,3.0294117647058822,34.0,2.147058823529412,43.47826086956522,23.0,3.888888888888889,22.232964781452587,27.0,,584,,2,R
81701,MW-2010-6#-00000585,MW,2010,-13.736769,33.568516,34.0,-1.3103854425955026,34.0,3.794117647058824,34.0,2.147058823529412,0.0,33.0,4.757575757575758,22.685714285714287,33.0,7.0,585,,2,R
81702,MW-2010-6#-00000586,MW,2010,-13.195127,33.629456,30.0,-1.682570663662002,30.0,3.333333333333333,30.0,1.9,66.66666666666667,30.0,5.166666666666667,21.209,30.0,10.0,586,,2,R
81703,MW-2010-6#-00000587,MW,2010,-13.680312,34.258114,30.0,-2.0079298793420217,30.0,3.1333333333333333,30.0,1.6666666666666667,76.92307692307693,26.0,4.958333333333333,24.51714285714285,24.0,7.0,587,,2,R
81704,MW-2010-6#-00000588,MW,2010,-14.11299,35.213776,34.0,-1.8918437228183187,34.0,3.117647058823529,34.0,1.8529411764705883,32.25806451612903,31.0,1.4827586206896552,22.105,29.0,10.0,588,,3,R
81705,MW-2010-6#-00000589,MW,2010,-14.908016,34.792927,33.0,-1.3587096286251992,33.0,4.333333333333333,33.0,2.1515151515151514,0.0,25.0,4.633333333333334,22.195,30.0,12.0,589,,2,R
81706,MW-2010-6#-00000590,MW,2010,-10.946246,33.76112,32.0,-0.8132979954449899,32.0,3.71875,32.0,2.0625,0.0,35.0,8.783783783783784,22.603,37.0,10.0,590,,1,R
81707,MW-2010-6#-00000591,MW,2010,-13.981036,33.792152,20.0,0.7138143732228627,20.0,4.9,20.0,2.7,0.0,6.0,7.7894736842105265,25.375714285714285,19.0,7.0,591,,2,U
81708,MW-2010-6#-00000592,MW,2010,-9.944994,33.939613,17.0,-0.7603307374297592,18.0,5.0,18.0,2.0,0.0,6.0,9.071428571428571,23.976919662936535,14.0,,592,,1,U
81709,MW-2010-6#-00000593,MW,2010,-13.521142,33.336304,30.0,-1.9201821650153128,30.0,3.5,30.0,1.7333333333333334,30.303030303030305,33.0,5.625,21.919166666666666,32.0,12.0,593,,2,R
81710,MW-2010-6#-00000594,MW,2010,-11.758936,33.93782,29.0,-2.206189473851609,29.0,2.9655172413793105,29.0,1.9310344827586208,0.0,26.0,5.28,20.57,25.0,5.0,594,,1,R
81711,MW-2010-6#-00000595,MW,2010,-9.927102,33.936634,16.0,-1.0772433924866032,16.0,4.9375,16.0,1.8125,0.0,22.0,6.65,28.02,20.0,5.0,595,,1,U
81712,MW-2010-6#-00000596,MW,2010,-13.908127,33.967735,30.0,-1.90065179686758,30.0,2.833333333333333,30.0,2.3666666666666667,0.0,29.0,2.88,22.62375,25.0,8.0,596,,2,R
81713,MW-2010-6#-00000597,MW,2010,-16.067074,35.31758,34.0,-1.6672606520429871,35.0,3.1142857142857143,35.0,2.057142857142857,35.714285714285715,28.0,6.371428571428571,20.922,35.0,10.0,597,,3,R
81714,MW-2010-6#-00000598,MW,2010,-16.385136,35.11969,34.0,-2.1751287549552294,34.0,3.0,34.0,1.9411764705882355,64.51612903225806,31.0,4.607142857142857,20.878888888888888,28.0,9.0,598,,3,R
81715,MW-2010-6#-00000599,MW,2010,-16.008543,35.30363,20.0,0.5486598157080678,20.0,4.3,20.0,2.65,222.2222222222222,9.0,9.36,23.274,25.0,10.0,599,,3,U
81716,MW-2010-6#-00000600,MW,2010,-13.654845,33.41153,32.0,-1.9822112922806951,32.0,3.40625,32.0,1.78125,37.03703703703704,27.0,3.739130434782609,22.635,23.0,8.0,600,,2,R
81717,MW-2010-6#-00000601,MW,2010,-15.209077,35.37474,32.0,-0.51914733276763,32.0,4.375,32.0,2.59375,0.0,26.0,7.513513513513513,23.044,37.0,10.0,601,,3,R
81718,MW-2010-6#-00000602,MW,2010,-13.546579,33.147095,30.0,-1.3161913607594269,30.0,3.966666666666667,30.0,1.8666666666666667,90.9090909090909,33.0,4.666666666666667,22.232964781452587,24.0,,602,,2,R
81719,MW-2010-6#-00000603,MW,2010,-9.738693,33.86677,33.0,-1.2012856777458223,33.0,3.212121212121212,33.0,1.8484848484848484,30.303030303030305,33.0,6.645161290322581,23.25,31.0,12.0,603,,1,R
81720,MW-2010-6#-00000604,MW,2010,-12.949855,33.484642,33.0,-1.7648565143486723,33.0,3.121212121212121,33.0,1.878787878787879,0.0,31.0,6.1875,20.946666666666665,32.0,9.0,604,,2,R
81721,MW-2010-6#-00000605,MW,2010,-15.843186,35.233593,32.0,-1.6776811918443346,32.0,3.5,32.0,2.09375,160.0,25.0,5.185185185185185,19.225555555555555,27.0,9.0,605,,3,R
81722,MW-2010-6#-00000606,MW,2010,-13.945491,33.220577,32.0,-2.0265382452784806,32.0,3.4375,32.0,1.9375,0.0,19.0,4.814814814814815,23.055,27.0,6.0,606,,2,R
81723,MW-2010-6#-00000607,MW,2010,-11.706768,34.235928,31.0,-1.698004981697659,33.0,3.727272727272727,33.0,1.818181818181818,0.0,36.0,5.870967741935484,21.075714285714284,31.0,7.0,607,,1,R
81724,MW-2010-6#-00000608,MW,2010,-10.731628,34.04535,30.0,-1.098479582103784,30.0,4.666666666666667,30.0,1.933333333333333,0.0,23.0,8.0,22.43,33.0,10.0,608,,1,R
81725,MW-2010-6#-00000609,MW,2010,-13.993597,33.782776,20.0,1.109362902043033,20.0,5.0,20.0,2.9,76.92307692307693,13.0,9.541666666666666,25.5725,24.0,8.0,609,,2,U
81726,MW-2010-6#-00000610,MW,2010,-15.083953,35.09686,32.0,-1.938608762116847,32.0,3.03125,32.0,2.0,27.77777777777777,36.0,6.0,22.80875,27.0,8.0,610,,3,R
81727,MW-2010-6#-00000611,MW,2010,-15.390023,35.005367,31.0,-2.2768966475855708,31.0,2.967741935483871,31.0,1.903225806451613,74.07407407407408,27.0,3.1666666666666665,22.096,24.0,5.0,611,,3,R
81728,MW-2010-6#-00000612,MW,2010,-15.395158,35.390682,31.0,-1.3551500397325242,31.0,3.870967741935484,31.0,2.064516129032258,0.0,34.0,5.566666666666666,24.06714285714286,30.0,7.0,612,,3,R
81729,MW-2010-6#-00000613,MW,2010,-15.961935,34.99083,35.0,-1.8632596725650248,35.0,3.6857142857142855,35.0,1.8857142857142857,33.333333333333336,30.0,4.96969696969697,22.221818181818183,33.0,11.0,613,,3,R
81730,MW-2010-6#-00000614,MW,2010,-15.515306,35.167503,35.0,-1.8326354811184729,35.0,3.257142857142857,35.0,2.085714285714286,33.333333333333336,30.0,5.6571428571428575,22.19923076923077,35.0,13.0,614,,3,R
81731,MW-2010-6#-00000615,MW,2010,-15.726875,35.21566,34.0,-1.8371689439953889,34.0,3.5294117647058822,34.0,1.9705882352941173,90.9090909090909,33.0,3.888888888888889,22.79083333333333,36.0,12.0,615,,3,R
81732,MW-2010-6#-00000616,MW,2010,-14.851833,35.72751,30.0,-1.9647208468812525,31.0,3.290322580645161,31.0,2.129032258064516,0.0,33.0,4.068965517241379,20.15,29.0,7.0,616,,3,R
81733,MW-2010-6#-00000617,MW,2010,-16.17607,34.975163,35.0,-1.768847222183936,35.0,3.4,35.0,2.057142857142857,32.25806451612903,31.0,3.1818181818181817,20.47111111111111,33.0,9.0,617,,3,R
81734,MW-2010-6#-00000618,MW,2010,-15.721799,35.729107,34.0,-1.1691852306540325,34.0,5.0,34.0,1.9411764705882355,0.0,38.0,5.923076923076923,23.6475,26.0,8.0,618,,3,R
81735,MW-2010-6#-00000619,MW,2010,-13.856752,33.25813,27.0,-1.866027706936313,27.0,3.333333333333333,27.0,2.037037037037037,0.0,16.0,5.68,21.55636363636364,25.0,11.0,619,,2,R
81736,MW-2010-6#-00000620,MW,2010,-13.108899,33.414497,31.0,-1.46808858795117,31.0,3.2580645161290325,31.0,1.903225806451613,78.94736842105263,38.0,6.125,22.94111111111112,32.0,9.0,620,,2,R
81737,MW-2010-6#-00000621,MW,2010,-15.528497,35.65695,35.0,-1.991837861506456,35.0,3.4285714285714284,35.0,1.8571428571428568,0.0,38.0,3.3225806451612905,20.822,31.0,10.0,621,,3,R
81738,MW-2010-6#-00000622,MW,2010,-15.784385,35.069252,17.0,0.4876119247812023,17.0,4.882352941176471,17.0,2.294117647058824,0.0,15.0,9.38095238095238,23.976919662936535,21.0,,622,,3,U
81739,MW-2010-6#-00000623,MW,2010,-16.010164,35.296925,15.0,0.6712910045433276,15.0,3.866666666666666,15.0,3.1333333333333333,0.0,10.0,6.461538461538462,23.976919662936535,13.0,,623,,3,U
81740,MW-2010-6#-00000624,MW,2010,-15.84674,35.095554,19.0,0.0930083696342506,19.0,4.157894736842105,19.0,2.6842105263157894,0.0,18.0,8.571428571428571,23.976919662936535,21.0,,624,,3,U
81741,MW-2010-6#-00000625,MW,2010,-15.337973,34.975147,32.0,-2.0920432647937672,32.0,3.125,32.0,1.75,0.0,32.0,4.3478260869565215,21.565555555555555,23.0,9.0,625,,3,R
81742,MW-2010-6#-00000626,MW,2010,-13.168991,33.80158,34.0,-2.218675108214453,34.0,2.9705882352941178,34.0,1.8235294117647056,37.03703703703704,27.0,6.8125,24.179,32.0,10.0,626,,2,R
81743,MW-2010-6#-00000627,MW,2010,-13.340473,34.081097,31.0,-1.4507875311414518,31.0,4.419354838709677,31.0,1.967741935483871,35.714285714285715,28.0,4.8,20.7425,30.0,8.0,627,,2,R
81744,MW-2010-6#-00000628,MW,2010,-12.923056,34.28766,19.0,-1.612127232763521,19.0,3.3157894736842106,19.0,1.8421052631578947,0.0,11.0,6.235294117647059,21.95,17.0,6.0,628,,2,U
81745,MW-2010-6#-00000629,MW,2010,-15.760946,34.4231,35.0,-2.184117805210419,35.0,2.8857142857142857,35.0,1.9428571428571428,57.14285714285714,35.0,3.4166666666666665,21.845,24.0,8.0,629,,3,R
81746,MW-2010-6#-00000630,MW,2010,-12.964354,33.85694,30.0,-1.9384159617720689,30.0,3.466666666666667,30.0,1.8666666666666667,161.29032258064515,31.0,5.333333333333333,21.769166666666667,30.0,12.0,630,,2,R
81747,MW-2010-6#-00000631,MW,2010,-15.347363,34.82256,29.0,-2.236570288892516,29.0,2.793103448275862,29.0,1.9655172413793105,0.0,21.0,4.380952380952381,22.232964781452587,21.0,,631,,3,R
81748,MW-2010-6#-00000632,MW,2010,-14.155618,33.839104,33.0,-1.811515376161713,33.0,3.1515151515151514,33.0,2.0,100.0,30.0,5.035714285714286,22.79625,28.0,8.0,632,,2,R
81749,MW-2010-6#-00000633,MW,2010,-14.997879,34.958054,19.0,0.1396918419058567,19.0,5.0,19.0,2.473684210526316,55.55555555555555,18.0,10.0,23.04,22.0,6.0,633,,3,U
81750,MW-2010-6#-00000634,MW,2010,-13.779861,32.895782,17.0,-1.2129561799642008,17.0,3.4705882352941178,17.0,2.117647058823529,133.33333333333334,15.0,6.411764705882353,20.906666666666663,17.0,6.0,634,,2,U
81751,MW-2010-6#-00000635,MW,2010,-16.725834,35.20067,35.0,-2.213612958291447,35.0,3.0,35.0,1.6857142857142855,0.0,40.0,4.15625,21.509166666666665,32.0,12.0,635,,3,R
81752,MW-2010-6#-00000636,MW,2010,-14.022095,33.764072,19.0,-0.7301224885611028,19.0,4.052631578947368,19.0,2.3157894736842106,0.0,24.0,4.357142857142857,23.196666666666665,14.0,6.0,636,,2,U
81753,MW-2010-6#-00000637,MW,2010,-15.707467,35.732826,33.0,-2.101311806499376,33.0,3.363636363636364,33.0,1.7878787878787878,20.40816326530612,49.0,3.6,22.81625,30.0,8.0,637,,3,R
81754,MW-2010-6#-00000638,MW,2010,-14.89813,35.219906,32.0,-2.432744950729884,32.0,2.40625,32.0,1.8125,41.66666666666666,24.0,2.5,22.402,20.0,5.0,638,,3,R
81755,MW-2010-6#-00000639,MW,2010,-16.514492,35.17234,33.0,-1.8467421762821687,33.0,3.0,33.0,1.9696969696969693,31.25,32.0,4.0,23.249,31.0,10.0,639,,3,R
81756,MW-2010-6#-00000640,MW,2010,-14.111233,34.168457,34.0,-2.0182509491918346,34.0,3.176470588235294,34.0,2.176470588235294,0.0,27.0,3.375,21.3075,32.0,8.0,640,,2,R
81757,MW-2010-6#-00000641,MW,2010,-13.585878,34.179028,31.0,-2.4320519258531643,31.0,2.7419354838709675,31.0,1.935483870967742,35.714285714285715,28.0,3.9642857142857135,22.055,28.0,10.0,641,,2,R
81758,MW-2010-6#-00000642,MW,2010,-11.915319,33.60031,20.0,-0.1029764192114162,20.0,4.8,20.0,2.05,0.0,26.0,7.925925925925926,22.892857142857142,27.0,7.0,642,,1,U
81759,MW-2010-6#-00000643,MW,2010,-13.80055,34.479958,31.0,-2.005751807276772,31.0,3.032258064516129,31.0,2.193548387096774,62.5,32.0,4.2,20.15,30.0,8.0,643,,2,R
81760,MW-2010-6#-00000644,MW,2010,-13.984429,35.272705,28.0,-2.1113088262790343,28.0,3.25,28.0,1.9642857142857144,0.0,29.0,1.761904761904762,21.911428571428573,21.0,7.0,644,,3,R
81761,MW-2010-6#-00000645,MW,2010,-15.608207,34.505714,34.0,-1.9967422481079231,34.0,3.0294117647058822,34.0,2.0588235294117645,34.48275862068965,29.0,4.6923076923076925,23.217777777777776,26.0,9.0,645,,3,R
81762,MW-2010-6#-00000646,MW,2010,-13.416549,33.748653,32.0,-1.9737466439412523,32.0,3.15625,32.0,2.03125,33.333333333333336,30.0,5.148148148148148,22.765714285714285,27.0,7.0,646,,2,R
81763,MW-2010-6#-00000647,MW,2010,-14.677269,35.58885,29.0,-1.7242938936606815,30.0,3.333333333333333,30.0,2.033333333333333,0.0,27.0,3.695652173913044,22.232964781452587,23.0,,647,,3,R
81764,MW-2010-6#-00000648,MW,2010,-13.635627,33.96302,29.0,-2.468604795517868,29.0,2.1379310344827585,29.0,1.9655172413793105,58.8235294117647,17.0,5.076923076923077,22.02285714285714,26.0,7.0,648,,2,R
81765,MW-2010-6#-00000649,MW,2010,-16.082134,35.112923,33.0,-0.981053850173796,33.0,3.333333333333333,33.0,2.212121212121212,34.48275862068965,29.0,6.0,23.67625,36.0,8.0,649,,3,R
81766,MW-2010-6#-00000650,MW,2010,-12.432224,34.057076,34.0,-2.007752765492977,34.0,3.323529411764706,34.0,1.7647058823529411,30.303030303030305,33.0,5.2631578947368425,22.087692307692308,38.0,13.0,650,,2,R
81767,MW-2010-6#-00000651,MW,2010,-14.433227,33.926144,33.0,-2.06130086759775,33.0,3.303030303030303,33.0,2.060606060606061,0.0,26.0,3.090909090909091,21.04,22.0,5.0,651,,2,R
